Gene,p_ours,cutoff,n_high,direction,p_hpa,label
ENSG00000183309,0.20182139316505754,4.117099761962891,31,-1,0.2018,unprognostic - favorable
ENSG00000183323,0.0054934844189417084,5.406700134277344,64,1,0.005493,unprognostic - unfavorable
ENSG00000183336,0.0109781903697068,1.3508000373840332,60,1,0.01098,unprognostic - unfavorable
ENSG00000183337,0.3104869612156054,3.918299913406372,85,1,0.3105,unprognostic - unfavorable
ENSG00000183340,0.0488303855734127,7.6107001304626465,28,-1,0.06808,unprognostic - favorable
ENSG00000183346,0.004716824609375738,2.3598999977111816,112,1,0.004717,unprognostic - unfavorable
ENSG00000183354,0.009240683051937365,4.309100151062012,45,-1,0.009241,unprognostic - favorable
ENSG00000183386,0.06472876183841554,30.252300262451172,54,-1,0.06473,unprognostic - favorable
ENSG00000183397,0.19307618420839584,5.816299915313721,62,1,0.1931,unprognostic - unfavorable
ENSG00000183401,0.012711903833676827,21.781700134277344,97,1,0.01271,unprognostic - unfavorable
ENSG00000183426,0.05584911833472304,5.803199768066406,107,1,0.05585,unprognostic - unfavorable
ENSG00000183431,0.01970989493281235,50.80500030517578,94,-1,0.01971,unprognostic - favorable
ENSG00000183439,0.04001236821820605,3.9375998973846436,29,1,0.04001,unprognostic - unfavorable
ENSG00000183454,0.10229828902189352,0.2906999886035919,81,1,0.1023,unprognostic - unfavorable
ENSG00000183474,0.050153755427576566,3.081399917602539,112,-1,0.05015,unprognostic - favorable
ENSG00000183475,0.2431271868478724,4.286600112915039,111,-1,0.2431,unprognostic - favorable
ENSG00000183484,0.04755599852122058,2.6359000205993652,29,1,0.04756,unprognostic - unfavorable
ENSG00000183486,0.0558236942480234,1.4976999759674072,94,1,0.05582,unprognostic - unfavorable
ENSG00000183495,0.20814576277591623,19.450899124145508,54,-1,0.2081,unprognostic - favorable
