Gene,p_ours,cutoff,n_high,direction,p_hpa,label
ENSG00000103194,0.3964569368996864,25.21430015563965,104.0,-1.0,0.3986,unprognostic - favorable
ENSG00000103196,0.2653239652826092,4.938899993896484,80.0,1.0,0.2679,unprognostic - unfavorable
ENSG00000103197,0.2507444786352054,2.914599895477295,108.0,1.0,0.2497,unprognostic - unfavorable
ENSG00000103199,0.04712377603353196,4.113500118255615,83.0,-1.0,0.0461,unprognostic - favorable
ENSG00000103202,0.018615172963761185,135.91299438476562,117.0,-1.0,0.01811,unprognostic - favorable
ENSG00000103222,0.30508860604647436,0.3156999945640564,54.0,-1.0,0.3062,unprognostic - favorable
ENSG00000103227,0.13071030221275262,12.988100051879883,41.0,-1.0,0.1298,unprognostic - favorable
ENSG00000103241,0.07981437808404375,0.6614000201225281,82.0,1.0,0.07787,unprognostic - unfavorable
ENSG00000103245,0.21788397817105526,9.614899635314941,124.0,1.0,0.2178,unprognostic - unfavorable
ENSG00000103248,0.2484686265802565,11.790200233459473,37.0,-1.0,0.2474,unprognostic - favorable
ENSG00000103249,0.15227491880378788,19.127700805664062,77.0,1.0,0.1573,unprognostic - unfavorable
ENSG00000103253,0.11098903819634319,5.983099937438965,45.0,1.0,0.1134,unprognostic - unfavorable
ENSG00000103254,0.19319595935044906,28.94770050048828,54.0,-1.0,0.1925,unprognostic - favorable
ENSG00000103257,0.07378262784849127,29.46179962158203,101.0,1.0,0.07438,unprognostic - unfavorable
ENSG00000103260,0.23465906399298828,95.12020111083984,35.0,1.0,0.25,unprognostic - unfavorable
ENSG00000103264,0.1963847897392318,6.5945000648498535,36.0,-1.0,0.1928,unprognostic - favorable
ENSG00000103266,0.24182671662893732,195.1280059814453,67.0,1.0,0.2453,unprognostic - unfavorable
ENSG00000103269,0.03413050285318711,0.1673000007867813,123.0,1.0,0.03429,unprognostic - unfavorable
ENSG00000103274,0.05724995532945229,34.3578987121582,78.0,-1.0,0.05645,unprognostic - favorable
ENSG00000103275,0.04306900428537674,104.02999877929688,61.0,-1.0,0.04262,unprognostic - favorable
ENSG00000103313,0.2629113337705926,0.0005000000237487257,112.0,1.0,0.2082,unprognostic - unfavorable
ENSG00000103316,0.007092296039317616,1.7533999681472778,76.0,1.0,0.006885,unprognostic - unfavorable
ENSG00000103319,0.042177063475477714,4.022500038146973,37.0,-1.0,0.04236,unprognostic - favorable
ENSG00000103326,0.2329447632079546,15.145099639892578,52.0,-1.0,0.2319,unprognostic - favorable
ENSG00000103335,0.04968736852121845,23.727800369262695,85.0,1.0,0.05103,unprognostic - unfavorable
ENSG00000103342,0.0034742095466144427,50.37030029296875,108.0,-1.0,0.003393,unprognostic - favorable
ENSG00000103343,0.016557510154111246,7.861800193786621,90.0,-1.0,0.01644,unprognostic - favorable
ENSG00000103351,0.007862367893453381,23.63050079345703,48.0,-1.0,0.007645,unprognostic - favorable
ENSG00000103353,0.11319772901307415,32.7577018737793,54.0,-1.0,0.1142,unprognostic - favorable
ENSG00000103355,0.26852176685392104,1.9829000234603882,36.0,1.0,0.2626,unprognostic - unfavorable
ENSG00000103356,0.021580659480389914,1.9493999481201172,68.0,-1.0,0.02109,unprognostic - favorable
ENSG00000103363,0.03473281084615458,597.5460205078125,76.0,1.0,0.03581,unprognostic - unfavorable
ENSG00000103365,0.03932779986059494,22.454700469970703,38.0,-1.0,0.03849,unprognostic - favorable
ENSG00000103381,0.45671267491980627,14.710100173950195,43.0,1.0,0.454,unprognostic - unfavorable
